Indicação de data e hora,Situação,Sexo:,Com qual cor/etnia você se identifica?,estado_civil,tem_filhos,renda_mensal_da_família,com_quem_mora_atualmente,residindo_em,dist_moradia_atual_para_universidade,Qual meio de transporte você utiliza para chegar à universidade,apresent_alguma_necessidade_educacional_especial,tipo_escola_cursou_ensino_fundamental,tipo_escola_cursou_ensino_médio,forma_ingresso,como_tomou_conhecimento_do_curso_de_sua_escolha,trabalha_exerce_alguma_atividade_remunerada,,participa_algum_tipo_de_atividade_organização_associação,principal_fator_que_determinou_sua_escolha_por_este_curso,,afinidade_linguagens,afinidade_humanas,afinidade_matemática,afinidade_ciencias_natureza,horas_diárias_de_estudo_fora_de_sala,motivação,Indique em que medida você conhece sobre o curso de sua escolha: [As atividades e tarefas exercidas durante o curso.],Indique em que medida você conhece sobre o curso de sua escolha: [O nível de dedicação exigido.],Indique em que medida você conhece sobre o curso de sua escolha: [As disciplinas ofertadas.],Indique em que medida você conhece sobre o curso de sua escolha: [As competências e habilidades requeridas.],"Indique em que medida você conhece sobre o curso de sua escolha: [As condições do mercado de trabalho (salário, empregabilidade, etc).]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Tenho boas competências para a área de tecnologia da informação.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Julgo que o meu curso me permitirá me realizar profissionalmente.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Pretendo concluir meu curso nesta instituição.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]",Assinale DOIS fatores que você acredita que o ajudarão a concluir o curso com êxito:,Quais suas expectativas com a conclusão de seu curso?,O que você espera do curso que está inciando? Quais suas expectativas?,Curso em que você está matriculado:,"Quais foram a primeira e a segunda opção de cursos que você escolheu no ENEM/Sisu, respectivamente?",Assinale as DUAS principais dificuldades que você percebeu influenciar a conclusão do curso:,Você já concluiu ou está cursando algum outro curso tecnológico ou de graduação? [Não.],"Dentre os cursos oferecidos pela UFC, aquele no qual você havia ingressado sempre foi a formação que você desejou realizar?"
5/28/2015 11:53:05,CANCELADO/ABANDONO,Masculino,,Casado/a ou União estável,Sim,Até 1000 reais,Com sua esposa/marido ou companheiro/a,Zona urbana,Até 10 km,Ônibus universitário,Sim. Visual,Pública e particular,Pública Tradicional,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,"Grupo cultural (dança, teatro, música, coral, etc)., Grupo de RPG",É uma área com a qual me identifico.,,Muita afinidade,Muita afinidade,Boa afinidade,Alguma afinidade,Até 2 horas,Totalmente desmotivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Pouquíssimo conhecimento,Verifica-se com frequência,Nunca se verifica,Nunca se verifica,Nunca se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão., Aulas com menor carga horaria e mais tempo para estudar os conteudos, e desenvolver os conhecimentos.","Gostaria de criar ou melhorar algo que seja realmente importante na vida das pessoas, e um bom equilibrio profissional e economico. Talvez dentro da propria universidade.","Eu gostaria que tivesse mais um ano de curso, mais algumas disciplinas, mais projetos de pesquisa. Talvez um pet, hoje sao inumeras as possibilidades de se inovar na area das conexoes, transferencias, computaço em nuvem, enlaces de rede etc.

Obs: Desculpe a ortografia, o computador estava somente com o idioma ingles.",Redes de computadores,Redes de Computadores/Ciencia da Computaçao,"Problemas Pessoais, Dificuldade de Concentração",,
5/28/2015 11:53:39,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Feira das profissões,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,Acima de 6 horas,Muito motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,"Eu espero ganhar um vasto conhecimento na área, assim como alcançar minhas metas e sonhos.",Ciência da computação,"Ciência da computação, Engenharia de software","Problemas Financeiros, Dificuldade de Concentração",,
5/28/2015 11:54:23,ATIVO,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,No site da universidade.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Muita afinidade,Alguma afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,"Eu espero que o curso me ajude a realizar meus objetivos profissionais.Tenho grandes expectativas com o curso em relaçao ao ensino,alem disso o curso esta sempre buscando novas tecnicas de ensino para ajudar os alunos a aprenderem de uma forma mais rapida e dinamica.",Ciência da computação,ciencia da computaçao e computaçao,"Problemas Financeiros, Dificuldade de Concentração",,
5/28/2015 11:59:19,CANCELADO/DESISTÊNCIA,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Por conta de um mercado de trabalho promissor.,,Muita afinidade,Muita afinidade,Boa afinidade,Alguma afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço bem,Conheço bem,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Minha expectativa é de que conforme o avanço do curso aprimore meu aprendizado e consiga uma boa experiencia academica,Ciência da computação,"Ciência da computação,Administração","Problemas Financeiros, Dificuldade com o aprendizado de programação",,
5/28/2015 11:59:23,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Parentes,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,No site da universidade.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Pelo fato de a instituição de ensino ser uma universidade pública.,,Boa afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,De 2 a 3 horas,Pouco motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Poucas vezes se verifica,Nunca se verifica,Verifica-se sempre,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de prestar um concurso e trabalhar no setor público.,espero que os professores sejam os mais qualificados possiveis para repassar o conhecimento.,Ciência da computação,primeiro: ciencias da computacao; segundo: sistemas de informaçao,"Problemas Financeiros, Problemas Familiares, Problemas Pessoais, Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/28/2015 17:13:59,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,Por conta de um mercado de trabalho promissor.,,Boa afinidade,Boa afinidade,Alguma afinidade,Pouquíssima afinidade,De 2 a 3 horas,Muito motivado.,Algum conhecimento,Conheço bem,Pouquíssimo conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Apesar das dificuldades, espero, a cada dia, compreender de forma mais fácil as cadeiras ofertadas e conseguir um considerável nível de conhecimento. Espero também, sair do campus formado, sendo assim, um profissional de qualidade.",Engenharia de software,Eng. de Software - S.I.,"Dificuldade de Concentração, Dificuldade com o aprendizado de programação",,
5/28/2015 17:14:27,CANCELADO/ABANDONO,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Família,Zona urbana,Entre 50 km e 100 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Escola e cursinhos,"Sim, mas NÃO na área de tecnologia da informação ou afins.",,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Muita afinidade,Boa afinidade,Não tenho tempo disponível além dos horários das aulas.,Motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Poucas vezes se verifica,Poucas vezes se verifica,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família.",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Espero que me dê bem, e consiga concluir o curso",Engenharia de software,Engenharia de Software / Design Digital,"Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado de programação",,
5/28/2015 17:14:32,ATIVO,Feminino,,Solteiro/a,Não,Até 1000 reais,Parentes,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Feira das profissões,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,É uma área com a qual me identifico.,,Boa afinidade,Alguma afinidade,Boa afinidade,Alguma afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Conheço bem,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de conseguir um bom emprego.,Espero me tornar uma profissional de qualidade,Engenharia de software,Eng. Software,"Problemas Financeiros, Problemas Pessoais",,
5/28/2015 17:15:03,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,É uma área com a qual me identifico.,,Boa afinidade,Muita afinidade,Muita afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Algum conhecimento,Conheço muito bem,Algum conhecimento,Conheço bem,Pouquíssimo conhecimento,Verifica-se com frequência,Verifica-se sempre,Poucas vezes se verifica,Verifica-se sempre,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão., Experiência de estágio na área.",Gostaria de conseguir um bom emprego.,espero aprender tudo e minha espectativa é aprender mais com a bolsa,Engenharia de software,engenharia de software e engenharia da computaçao,"Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",,
5/28/2015 17:15:38,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Muita afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Conheço bem,Conheço bem,Verifica-se sempre,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).",Montar meu negocio e seguir carreira com um mestrado futuro.,"Que consiga adquirir novos conhecimentos e experiências para o mundo profissional.
Ao concluir o curso queria abrir minha empresa e seguir pelo menos um ano na carreira e depois ingressar em um mestrado.",Engenharia de software,Engenharia de software e sistema da informação,"Problemas Financeiros, Problemas Pessoais",,
5/28/2015 17:16:05,ATIVO,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Particular e pública,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,"ONG ou movimento social., Clube recreativo ou associação esportiva., Grupo cultural (dança, teatro, música, coral, etc).",É uma área com a qual me identifico.,,Pouquíssima afinidade,Muita afinidade,Muita afinidade,Boa afinidade,De 3 a 4 horas,Muito motivado.,Pouquíssimo conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Espero que tenho um bom retorno, e consiga por meio deste curso continuar no mesmo caminho fazendo mestrado e doutorado.",Engenharia de software,Engenharia de Software/ Engenharia de Software,"Problemas Financeiros, Dificuldade com o aprendizado de programação",,
5/28/2015 17:16:15,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Parentes,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Escola e cursinhos,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Por conta de um mercado de trabalho promissor.,,Alguma afinidade,Boa afinidade,Muita afinidade,Alguma afinidade,De 4 a 6 horas,Motivado.,Conheço bem,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Espero que eu me torne um homem realizado e que realize minha profissão com muito amor e com gosto, e sempre mantendo o foco.",Engenharia de software,"Engenharia de Software, Sistemas da Informação","Problemas Financeiros, Dificuldade com o aprendizado de programação",,
5/28/2015 17:16:50,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Alguma afinidade,Muita afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Conheço muito bem,Algum conhecimento,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se com frequência,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,"Espero primeiramente concluí-lo. E assim, me tornar um bom profissional na área.",Engenharia de software,Eng. de Software / Eng. de Software,"Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",,
5/28/2015 17:17:07,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Família,Zona urbana,Entre 50 km e 100 km,Ônibus universitário,Sim. Visual,Pública,Pública Tradicional,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Muita afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Poucas vezes se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,"Espero ter uma base o suficientemente boa, para que possa assim ter a oportunidade de conseguir um bom emprego, alem da grande aprendizagem com ser humano, dentro do ambiente universitário.",Engenharia de software,Engenharia de Software e Engenharia Civil,"Dificuldade de Transporte, Dificuldade de Concentração",,
