Indicação de data e hora,situacao,Curso em que você está matriculado:,"Quais foram a primeira e a segunda opção de cursos que você escolheu no ENEM/Sisu, respectivamente?",Como você tomou conhecimento do curso de sua escolha aqui na UFC de Quixadá?,Sexo,estado_civil,filhos,renda,quem_você_está_morando_atualmente,residindo_em,distancia_ufc_casa,meio_de_transporte,apresenta_necessidade_educacional_especial,tipo_escola_ensino_fundamental,tipo_escola_ensino_medio,forma_ingresso_ufc_qxd,atividade_remunerada,participa_algum_tipo_atividade_organização_associação,fator_escolha_curso,afinidade_linguagens,afinidade_humanas,afinidade_matematica,afinidade_natureza,estudo_fora_sala,motivacao_curso,tarefa_durante_curso,dedicacao_exigida,disciplinas_ofertadas,competencias_habilidades_requiridas,condicoes_mercado_trabalho,competencias_area_ti,realizacao_profissional,concluir_curso_nessa_instituicao,nao_mudaria_de_curso,Assinale DOIS fatores que você acredita que o ajudarão a concluir o curso com êxito:,Assinale as DUAS principais dificuldades que você percebe influenciar a conclusão do curso:,Quais suas expectativas com a conclusão de seu curso?,O que você espera do curso que está inciando? Quais suas expectativas?
4/26/2016 15:17:49,ATIVO,Design digital,Design Digital/Redes de Computadores,No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Sim. Visual,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Motivado.,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço bem,Conheço bem,Verifica-se com frequência,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.","Problemas Financeiros, Problemas Familiares",Gostaria de ganhar dinheiro com o meu próprio negócio.,Que seja possível adquirir habilidades para que eu possa me tornar um bom profissional.
4/26/2016 15:17:53,ATIVO,Design digital,design digital/Sistema de informação,No site da universidade.,Masculino,Solteiro/a,Não,De 4001 até 5000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,"Cota L3 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Muita afinidade,Muita afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Problemas Financeiros,"Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero que os conteúdos sejam interessantes, e que possibilitem produzir conteúdos novos."
4/26/2016 15:17:55,ATIVO,Design digital,Design Digital / Física,Facebook,Masculino,Solteiro/a,Não,De 1001 até 2000 reais,Família,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,"Grupo cultural (dança, teatro, música, coral, etc).",É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Alguma afinidade,Alguma afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Problemas Pessoais",Gostaria de ganhar dinheiro com o meu próprio negócio.,Espero que as disciplinas sejam dadas de forma claras. Ser um ótimo profissional.
4/26/2016 15:18:35,ATIVO,Design digital,"Design digital, Teatro",No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Muita afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,Poucas vezes se verifica,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade de Concentração","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Espero que ele me inspire prazer para dar mais e mais de mim
4/26/2016 15:18:59,ATIVO,Design digital,Design Digital/ Gastronomia,Mudança de Curso na mesma universidade,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Muita afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Poucas vezes se verifica,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade com o aprendizado da matemática",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Já que é uma área que contém várias coias que me identifico, espero aprender bastante coisas, reforçar alguns conhecimentos, concluir o curso e realizar- me profissionalmente."
4/26/2016 15:19:09,DESISTENCIA,Design digital,Design Digital e Letras Inglês,No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Entre 25 km e 50 km,ônibus público,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Por conta de um mercado de trabalho promissor.,Alguma afinidade,Muita afinidade,Pouquíssima afinidade,Muita afinidade,De 3 a 4 horas,Pouco motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Verifica-se com frequência,Verifica-se com frequência,Nunca se verifica,Nunca se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, estou descobrindo que esse não é o curso que me motiva profissionalmente",Gostaria de ganhar dinheiro com o meu próprio negócio.,Espero extrair todo meu potencial no período que estiver aqui e absorver o máximo de experiência e conhecimento possível
4/26/2016 15:19:27,ATIVO,Design digital,"Design gigital, Gastronomia",No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,De 3 a 4 horas,Muito motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Poucas vezes se verifica,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade com o aprendizado da matemática",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Já que é uma área que me identifico, que me atrai, o que eu espero é que eu extraia de mim mesmo o maior conhecimento possível dado nas aulas, que me realize tanto academicamente como profissionalmente."
4/26/2016 15:20:59,ATIVO,Design digital,"Design Digital , Engenharia de Software",No site da universidade.,Masculino,Solteiro/a,Não,De 1001 até 2000 reais,Sozinho,Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Pouquíssima afinidade,Alguma afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço muito bem,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,Poucas vezes se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Experiência de estágio na área.","Dificuldade de Transporte, Problemas Financeiros",Gostaria de ganhar dinheiro com o meu próprio negócio.,"espero obter o  máximo possível do conhecimento , poder pro em pratica e conseguir um emprego trabalhando individualmente."
4/26/2016 15:22:40,ATIVO,Design digital,Psicologia e Desgn Digital,Obtive conhecimento através de amigos e familiares.,Feminino,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Foi o curso que consegui aprovação com minha nota do ENEM.,Alguma afinidade,Alguma afinidade,Pouquíssima afinidade,Pouquíssima afinidade,Até 2 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Poucas vezes se verifica,Poucas vezes se verifica,Verifica-se com frequência,Poucas vezes se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).","Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",Gostaria de conseguir um bom emprego.,"Sair do curso capacitada, para conseguir um bom emprego na área."
4/26/2016 15:23:35,ATIVO,Design digital,Design Digital e Biologia,Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Igreja ou grupo religioso.,É uma área com a qual me identifico.,Alguma afinidade,Pouquíssima afinidade,Muita afinidade,Boa afinidade,De 3 a 4 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço bem,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade de Concentração","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Que o curso seja realmente aquilo que eu queria.
4/26/2016 15:28:23,ATIVO,Design digital,Design Grafico; Design Digital,Em sites especializados.,Masculino,Solteiro/a,Não,Acima de 6000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,Admissão de graduado,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Alguma afinidade,Alguma afinidade,Alguma afinidade,Alguma afinidade,Até 2 horas,Motivado.,Algum conhecimento,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Experiência de estágio na área.",Dificuldade com o aprendizado de programação,"Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","As minhas expectativas neste curso e o desenvolvimento das minhas próprias habilidades, e planejo continuar o mestrado e doutorado para melhorar as minhas aptidões para alcançar os meus objectivos pessoais, e claro, obviamente, um bom emprego."
4/26/2016 15:28:39,ATIVO,Design digital,"Engenharia de Computaçao, Ciencia da Computacao",No site da universidade.,Feminino,Solteiro/a,Não,Até 1000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Igreja ou grupo religioso.,É uma área com a qual me identifico.,Boa afinidade,Alguma afinidade,Pouquíssima afinidade,Boa afinidade,Até 2 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade com o aprendizado da matemática","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Minhas expectativas sao as melhores possivies... Quero me dedicar e aprender tudo do meu curso,(principalmente desenhar)... E no futuro ser reconhecida profissionalmente pelo curso."
4/26/2016 15:29:07,ATIVO,Design digital,1º - Design Digital - 2º Alguma outro curso de TI (não lembro qual),Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Alguma afinidade,Alguma afinidade,Alguma afinidade,Pouquíssima afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Conheço bem,Conheço muito bem,Conheço muito bem,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.","Problemas Financeiros, Dificuldade com o aprendizado da matemática",Gostaria de prestar um concurso e trabalhar no setor público.,Minhas expectativas são de que o curso seja o que eu realmente esperava.
